id,code,code_identification,name,nationality,designer_iata,iron_line,start_date
waybill_complemento_estacion_819,03,EA0700,Chamela,México,CHM,A,2021-12-01
waybill_complemento_estacion_820,03,EA0701,Cahuisori,México,CHR,A,2021-12-01
waybill_complemento_estacion_821,03,EA0702,Chínipas,México,CHS,A,2021-12-01
waybill_complemento_estacion_822,03,EA0703,Chavarín,México,CHV,A,2021-12-01
waybill_complemento_estacion_823,03,EA0704,Coahuayana,México,CHY,A,2021-12-01
waybill_complemento_estacion_824,03,EA0705,Chivato Bay,México,CIB,A,2021-12-01
waybill_complemento_estacion_825,03,EA0706,Rancho El Cíbolo,México,CIC,A,2021-12-01
waybill_complemento_estacion_826,03,EA0707,Ciénega De Araujo,México,CIE,A,2021-12-01
waybill_complemento_estacion_827,03,EA0708,La Ciénega,México,CIM,A,2021-12-01
waybill_complemento_estacion_828,03,EA0709,La Ciruelilla,México,CIR,A,2021-12-01
waybill_complemento_estacion_829,03,EA0710,Cuixmala,México,CIX,A,2021-12-01
waybill_complemento_estacion_830,03,EA0711,El Cajoncito,México,CJC,A,2021-12-01
waybill_complemento_estacion_831,03,EA0712,Jiménez,México,CJM,A,2021-12-01
waybill_complemento_estacion_832,03,EA0713,Colonia Juárez Nuevo,México,CJN,A,2021-12-01
waybill_complemento_estacion_833,03,EA0714,Cuajinicuilapa,México,CJP,A,2021-12-01
waybill_complemento_estacion_834,03,EA0715,El Caracol,México,CJT,A,2021-12-01
waybill_complemento_estacion_835,03,EA0716,La Colonia,México,CLD,A,2021-12-01
waybill_complemento_estacion_836,03,EA0717,Cinco Llagas,México,CLL,A,2021-12-01
waybill_complemento_estacion_837,03,EA0718,Pablo L. Sidar                       ,México,CLM  ,A,2021-12-01
waybill_complemento_estacion_838,03,EA0719,Coluta,México,CLU,A,2021-12-01
waybill_complemento_estacion_839,03,EA0720,Mosqueda,México,CMB,A,2021-12-01
waybill_complemento_estacion_840,03,EA0721,5 De Mayo,México,CMF,A,2021-12-01
waybill_complemento_estacion_841,03,EA0722,Camagüey,México,CMG,A,2021-12-01
waybill_complemento_estacion_842,03,EA0723,Hacienda Cuajomulco,México,CML,A,2021-12-01
waybill_complemento_estacion_843,03,EA0724,Rancho La Mezquitosa,México,CMM,A,2021-12-01
waybill_complemento_estacion_844,03,EA0725,Cemetam,México,CMM,A,2021-12-01
waybill_complemento_estacion_845,03,EA0726,Centro Medico Nacional 20 De Noviembre,México,CMN,A,2021-12-01
waybill_complemento_estacion_846,03,EA0727,Cumpas,México,CMP,A,2021-12-01
waybill_complemento_estacion_847,03,EA0728,El Camarón,México,CMT,A,2021-12-01
waybill_complemento_estacion_848,03,EA0729,Cananea,México,CNA,A,2021-12-01
waybill_complemento_estacion_849,03,EA0730,Ciénega De Los Beltrán,México,CNB,A,2021-12-01
waybill_complemento_estacion_850,03,EA0731,Cielito Lindo,México,CND,A,2021-12-01
waybill_complemento_estacion_851,03,EA0732,Ciénega De Nuestra Señora,México,CNE,A,2021-12-01
waybill_complemento_estacion_852,03,EA0733,Ciénega De Los Acosta,México,CNG,A,2021-12-01
waybill_complemento_estacion_853,03,EA0734,Ciénega Prieta,México,CNP,A,2021-12-01
waybill_complemento_estacion_854,03,EA0735,Las Canteras,México,CNR,A,2021-12-01
waybill_complemento_estacion_855,03,EA0736,Las Cañas,México,CNZ,A,2021-12-01
waybill_complemento_estacion_856,03,EA0737,El Cobano,México,COB,A,2021-12-01
waybill_complemento_estacion_857,03,EA0738,Cerro De Ortega,México,COG,A,2021-12-01
waybill_complemento_estacion_858,03,EA0739,Costalegre,México,COJ,A,2021-12-01
waybill_complemento_estacion_859,03,EA0740,Concheros,México,CON,A,2021-12-01
waybill_complemento_estacion_860,03,EA0741,Pista Colorado,México,COR,A,2021-12-01
waybill_complemento_estacion_861,03,EA0742,Insurgente Marcos Escobedo,México,COT,A,2021-12-01
waybill_complemento_estacion_862,03,EA0743,Comedero,México,COW,A,2021-12-01
waybill_complemento_estacion_863,03,EA0744,Campo Arcadia,México,CPA,A,2021-12-01
waybill_complemento_estacion_864,03,EA0745,Campo Pesquero El Castillo,México,CPC,A,2021-12-01
waybill_complemento_estacion_865,03,EA0746,El Capiro,México,CPG,A,2021-12-01
waybill_complemento_estacion_866,03,EA0747,Campo 107,México,CPI,A,2021-12-01
waybill_complemento_estacion_867,03,EA0748,Campo Puerto Rico                    ,México,CPK  ,A,2021-12-01
waybill_complemento_estacion_868,03,EA0749,Copalquin,México,CPQ,A,2021-12-01
waybill_complemento_estacion_869,03,EA0750,Club De Paracaidismo Atlixco,México,CPU,A,2021-12-01
waybill_complemento_estacion_870,03,EA0751,Campo La Primavera,México,CPV,A,2021-12-01
waybill_complemento_estacion_871,03,EA0752,Campo El Porvenir,México,CPW,A,2021-12-01
waybill_complemento_estacion_872,03,EA0753,Cerros Prietos,México,CPZ,A,2021-12-01
waybill_complemento_estacion_873,03,EA0754,Candelaria,México,CRA,AB,2021-12-01
waybill_complemento_estacion_874,03,EA0755,Carrizalejo,México,CRG,AB,2021-12-01
waybill_complemento_estacion_875,03,EA0756,El Carrizo Ahome,México,CRH,AB,2021-12-01
waybill_complemento_estacion_876,03,EA0757,Curachitos,México,CRI,AB,2021-12-01
waybill_complemento_estacion_877,03,EA0758,El Carrizo,México,CRJ,AB,2021-12-01
waybill_complemento_estacion_878,03,EA0759,Carrizal,México,CRM,AB,2021-12-01
waybill_complemento_estacion_879,03,EA0760,El Caimanero,México,CRO  ,AB,2021-12-01
waybill_complemento_estacion_880,03,EA0761,El Carrizo De La Petaca,México,CRP,AB,2021-12-01
waybill_complemento_estacion_881,03,EA0762,El Corral Falso,México,CRR,AB,2021-12-01
waybill_complemento_estacion_882,03,EA0763,El Control,México,CRT,AB,2021-12-01
waybill_complemento_estacion_883,03,EA0764,Ing. Juan Antonio Perdomo Diaz,México,CRV,AB,2021-12-01
waybill_complemento_estacion_884,03,EA0765,El Cristo                            ,México,CRX  ,AB,2021-12-01
waybill_complemento_estacion_885,03,EA0766,El Carrizal,México,CRZ,AC,2021-12-01
waybill_complemento_estacion_886,03,EA0767,Campo Ceuta,México,CSE,AC,2021-12-01
waybill_complemento_estacion_887,03,EA0768,La Constancia,México,CSI,AC,2021-12-01
waybill_complemento_estacion_888,03,EA0769,Rancho Las Palmas,México,CSJ,AC,2021-12-01
waybill_complemento_estacion_889,03,EA0770,Cabo San Lucas,México,CSL,AC,2021-12-01
waybill_complemento_estacion_890,03,EA0771,Chapotito                            ,México,CSM  ,AC,2021-12-01
waybill_complemento_estacion_891,03,EA0772,Campo Santa Aurora,México,CSR  ,AC,2021-12-01
waybill_complemento_estacion_892,03,EA0773,Cuestecitas,México,CSS,AE,2021-12-01
waybill_complemento_estacion_893,03,EA0774,Ciénega De Silva,México,CSV,AE,2021-12-01
waybill_complemento_estacion_894,03,EA0775,Campo San Javier,México,CSX,AE,2021-12-01
waybill_complemento_estacion_895,03,EA0776,Chino De Los López,México,CSZ,AE,2021-12-01
waybill_complemento_estacion_896,03,EA0777,Canoitas,México,CTC,AE,2021-12-01
waybill_complemento_estacion_897,03,EA0778,El Contadero,México,CTF,AE,2021-12-01
waybill_complemento_estacion_898,03,EA0779,El Centenario,México,CTI,AK,2021-12-01
waybill_complemento_estacion_899,03,EA0780,Chantol,México,CTK,AK,2021-12-01
waybill_complemento_estacion_900,03,EA0781,Rancho Coyotillos,México,CTL,Juarez,2021-12-01
waybill_complemento_estacion_901,03,EA0782,Centro Turístico Mauros,México,CTU,Juarez,2021-12-01
waybill_complemento_estacion_902,03,EA0783,Constitucionalista,México,CUC,Juarez,2021-12-01
waybill_complemento_estacion_903,03,EA0784,Cuautla,México,CUJ,Juarez,2021-12-01
waybill_complemento_estacion_904,03,EA0785,La Curva,México,CUV,Juarez,2021-12-01
waybill_complemento_estacion_905,03,EA0786,Covadonga,México,CVD,Juarez,2021-12-01
waybill_complemento_estacion_906,03,EA0787,Calaveras,México,CVE,Juarez,2021-12-01
waybill_complemento_estacion_907,03,EA0788,Campo Verde,México,CVG,Juarez,2021-12-01
waybill_complemento_estacion_908,03,EA0789,Casa Vieja,México,CVI,Juarez,2021-12-01
waybill_complemento_estacion_909,03,EA0790,Calera,México,CVR,Juarez,2021-12-01
waybill_complemento_estacion_910,03,EA0791,Campo San Pablo,México,CWP,Juarez,2021-12-01
waybill_complemento_estacion_911,03,EA0792,Campeche,México,CXE,Juarez,2021-12-01
waybill_complemento_estacion_912,03,EA0793,Cap. Rogelio Castillo,México,CYA,Juarez,2021-12-01
waybill_complemento_estacion_913,03,EA0794,El Cayal,México,CYL,Juarez,2021-12-01
waybill_complemento_estacion_914,03,EA0795,Rancho El Coyote,México,CYO,B,2021-12-01
waybill_complemento_estacion_915,03,EA0796,El Colomo Y La Arena,México,CYR,B,2021-12-01
waybill_complemento_estacion_916,03,EA0797,Coyotes,México,CYS,B,2021-12-01
waybill_complemento_estacion_917,03,EA0798,La Coyotera,México,CYT,B,2021-12-01
waybill_complemento_estacion_918,03,EA0799,Cosalá,México,CZP,B,2021-12-01
waybill_complemento_estacion_919,03,EA0800,Rancho El Durangueño,México,DAG,B,2021-12-01
waybill_complemento_estacion_920,03,EA0801,Dos Amigos ,México,DAS,B,2021-12-01
waybill_complemento_estacion_921,03,EA0802,Rancho Dublán,México,DBN,B,2021-12-01
waybill_complemento_estacion_922,03,EA0803,"Ganadería 21 De Enero, S.A. De C.V.",México,DDD,B,2021-12-01
waybill_complemento_estacion_923,03,EA0804,El Diamante Del Mar,México,DDM,B,2021-12-01
waybill_complemento_estacion_924,03,EA0805,Delicias,México,DEI,B,2021-12-01
waybill_complemento_estacion_925,03,EA0806,Rubén Prieto Chacón,México,DEL,B,2021-12-01
waybill_complemento_estacion_926,03,EA0807,Desierto De Sonora,México,DES,B,2021-12-01
waybill_complemento_estacion_927,03,EA0808,De Fontes,México,DFS,B,2021-12-01
waybill_complemento_estacion_928,03,EA0809,San Diego,México,DIH,B,2021-12-01
waybill_complemento_estacion_929,03,EA0810,Rancho De Lauro,México,DLA,B,2021-12-01
waybill_complemento_estacion_930,03,EA0811,Dolores,México,DLD,B,2021-12-01
waybill_complemento_estacion_931,03,EA0812,Los Terreros,México,DLM,B,2021-12-01
waybill_complemento_estacion_932,03,EA0813,Dolores Nay,México,DNY,B,2021-12-01
waybill_complemento_estacion_933,03,EA0814,Dificultades,México,DTS,B,2021-12-01
waybill_complemento_estacion_934,03,EA0815,El Duraznito,México,DZN,B,2021-12-01
waybill_complemento_estacion_935,03,EA0816,El Saucito,México,EAC,B,2021-12-01
waybill_complemento_estacion_936,03,EA0817,El Álamo,México,EAE,B,2021-12-01
waybill_complemento_estacion_937,03,EA0818,El Águila Ranch,México,EAG,B,2021-12-01
waybill_complemento_estacion_938,03,EA0819,Aguaje,México,EAJ,B,2021-12-01
waybill_complemento_estacion_939,03,EA0820,Elmore And Sthal,México,EAS  ,B,2021-12-01
waybill_complemento_estacion_940,03,EA0821,El Álamo,México,EAU,B,2021-12-01
waybill_complemento_estacion_941,03,EA0822,El Bajío,México,EBA,B,2021-12-01
waybill_complemento_estacion_942,03,EA0823,El Blanquillo,México,EBC,B,2021-12-01
waybill_complemento_estacion_943,03,EA0824,El Barril,México,EBI,B,2021-12-01
waybill_complemento_estacion_944,03,EA0825,Rancho El Bajío,México,EBJ,B,2021-12-01
waybill_complemento_estacion_945,03,EA0826,El Bonito,México,EBO,B,2021-12-01
waybill_complemento_estacion_946,03,EA0827,El Buen Pastor,México,EBP,B,2021-12-01
waybill_complemento_estacion_947,03,EA0828,El Cedrito,México,ECE,B,2021-12-01
waybill_complemento_estacion_948,03,EA0829,El Cedroso,México,ECF,B,2021-12-01
waybill_complemento_estacion_949,03,EA0830,Enrique Cárdenas González,México,ECG,B,2021-12-01
waybill_complemento_estacion_950,03,EA0831,Esmeralda Comaltitlán,México,ECH,B,2021-12-01
waybill_complemento_estacion_951,03,EA0832,Los Encinos,México,ECV,B,2021-12-01
waybill_complemento_estacion_952,03,EA0833,El Capullo,México,ECW,B,2021-12-01
waybill_complemento_estacion_953,03,EA0834,El Coyote,México,ECX,B,2021-12-01
waybill_complemento_estacion_954,03,EA0835,El Dos De Abril,México,EDA,B,2021-12-01
waybill_complemento_estacion_955,03,EA0836,El Duraznito De Choix,México,EDC,B,2021-12-01
waybill_complemento_estacion_956,03,EA0837,El Dorado,México,EDD,B,2021-12-01
waybill_complemento_estacion_957,03,EA0838,El Cortijo De Guanetipa,México,EDG,B,2021-12-01
waybill_complemento_estacion_958,03,EA0839,El Llano De La Vega Del Oso,México,EDO,B,2021-12-01
waybill_complemento_estacion_959,03,EA0840,El Desemboque,México,EDQ,B,2021-12-01
waybill_complemento_estacion_960,03,EA0841,El Dury,México,EDR,B,2021-12-01
waybill_complemento_estacion_961,03,EA0842,El Alto Del Tejocote,México,EDT,B,2021-12-01
waybill_complemento_estacion_962,03,EA0843,El Divisadero,México,EDV,B,2021-12-01
waybill_complemento_estacion_963,03,EA0844,El Encino,México,EEC,B,2021-12-01
waybill_complemento_estacion_964,03,EA0845,La Ensenada,México,EEG,B,2021-12-01
waybill_complemento_estacion_965,03,EA0846,Ejido Eréndira,México,EER,B,2021-12-01
waybill_complemento_estacion_966,03,EA0847,El Frater,México,EFE,B,2021-12-01
waybill_complemento_estacion_967,03,EA0848,Nuevo Ciudad Acuña,México,EFN,B,2021-12-01
waybill_complemento_estacion_968,03,EA0849,El Fortín,México,EFO,B,2021-12-01
waybill_complemento_estacion_969,03,EA0850,El Guamúchil,México,EGM,B,2021-12-01
waybill_complemento_estacion_970,03,EA0851,La Herradura De México,México,EGO,B,2021-12-01
waybill_complemento_estacion_971,03,EA0852,El Huerfanito,México,EHF,B,2021-12-01
waybill_complemento_estacion_972,03,EA0853,Ex Hacienda Sinaloa,México,EHS,B,2021-12-01
waybill_complemento_estacion_973,03,EA0854,El Chapote,México,EHT,B,2021-12-01
waybill_complemento_estacion_974,03,EA0855,El Huajuco,México,EHU,B,2021-12-01
waybill_complemento_estacion_975,03,EA0856,Rancho El Infante,México,EIF  ,B,2021-12-01
waybill_complemento_estacion_976,03,EA0857,El Capulín,México,EIN,B,2021-12-01
waybill_complemento_estacion_977,03,EA0858,Ejido Juan Álvarez,México,EJJ,B,2021-12-01
waybill_complemento_estacion_978,03,EA0859,Mesa De San Rafael,México,EJL,B,2021-12-01
waybill_complemento_estacion_979,03,EA0860,Ejido Oaxaca,México,EJO,B,2021-12-01
waybill_complemento_estacion_980,03,EA0861,Rancho El Jaralito,México,EJR,B,2021-12-01
waybill_complemento_estacion_981,03,EA0862,El Capitán,México,EKP,B,2021-12-01
waybill_complemento_estacion_982,03,EA0863,El Arenoso,México,ELA,B,2021-12-01
waybill_complemento_estacion_983,03,EA0864,El Borrego,México,ELB,B,2021-12-01
waybill_complemento_estacion_984,03,EA0865,El Coche,México,ELC,B,2021-12-01
waybill_complemento_estacion_985,03,EA0866,Aerofumigaciones La 300,México,ELD,B,2021-12-01
waybill_complemento_estacion_986,03,EA0867,El Limón De Los Peña,México,ELI,B,2021-12-01
waybill_complemento_estacion_987,03,EA0868,El Cardal,México,ELJ,B,2021-12-01
waybill_complemento_estacion_988,03,EA0869,El Muchacho,México,ELM,B,2021-12-01
waybill_complemento_estacion_989,03,EA0870,El Pelón,México,ELP,B,2021-12-01
waybill_complemento_estacion_990,03,EA0871,C.P.A Jesús Ernesto Lozano Jiménez,México,ELQ,B,2021-12-01
waybill_complemento_estacion_991,03,EA0872,El Rosario,México,ELR,B,2021-12-01
waybill_complemento_estacion_992,03,EA0873,El Salto,México,ELS,B,2021-12-01
waybill_complemento_estacion_993,03,EA0874,El Toro,México,ELT,B,2021-12-01
waybill_complemento_estacion_994,03,EA0875,El Viejo,México,ELV,B,2021-12-01
waybill_complemento_estacion_995,03,EA0876,El Potrero,México,ELX,B,2021-12-01
waybill_complemento_estacion_996,03,EA0877,El Limonal,México,ELY,B,2021-12-01
waybill_complemento_estacion_997,03,EA0878,El Mambo,México,EMA,B,2021-12-01
waybill_complemento_estacion_998,03,EA0879,Ejido Mondongo,México,EMN,B,2021-12-01
waybill_complemento_estacion_999,03,EA0880,El Amate,México,EMV,B,2021-12-01
waybill_complemento_estacion_1000,03,EA0881,El Maguey Coyol,México,EMX,B,2021-12-01
waybill_complemento_estacion_1001,03,EA0882,El Maguey,México,EMY,B,2021-12-01
waybill_complemento_estacion_1002,03,EA0883,Las Encantadas,México,END,B,2021-12-01
waybill_complemento_estacion_1003,03,EA0884,El Encinal,México,ENL,B,2021-12-01
waybill_complemento_estacion_1004,03,EA0885,La Encantada,México,ENT,B,2021-12-01
waybill_complemento_estacion_1005,03,EA0886,Palo Blanco,México,ENW,B,2021-12-01
waybill_complemento_estacion_1006,03,EA0887,Platanar,México,EPA,B,2021-12-01
waybill_complemento_estacion_1007,03,EA0888,El Pino Castañeda,México,EPH,B,2021-12-01
waybill_complemento_estacion_1008,03,EA0889,El Palmar,México,EPM,B,2021-12-01
waybill_complemento_estacion_1009,03,EA0890,El Pinto,México,EPN,B,2021-12-01
waybill_complemento_estacion_1010,03,EA0891,El Pinal,México,EPP,B,2021-12-01
waybill_complemento_estacion_1011,03,EA0892,El Potrero,México,EPT,B,2021-12-01
waybill_complemento_estacion_1012,03,EA0893,El Puma,México,EPU,B,2021-12-01
waybill_complemento_estacion_1013,03,EA0894,El Pinalito,México,EPY,B,2021-12-01
waybill_complemento_estacion_1014,03,EA0895,La Esperanza ,México,EPZ,B,2021-12-01
waybill_complemento_estacion_1015,03,EA0896,El Rodeo,México,ERD,B,2021-12-01
waybill_complemento_estacion_1016,03,EA0897,El Ranchito                          ,México,ERG  ,B,2021-12-01
waybill_complemento_estacion_1017,03,EA0898,Eréndira,México,ERN,B,2021-12-01
waybill_complemento_estacion_1018,03,EA0899,El Paraíso,México,ERP,B,2021-12-01
waybill_complemento_estacion_1019,03,EA0900,El Rodríguez,México,ERZ,B,2021-12-01
waybill_complemento_estacion_1020,03,EA0901,Estrella,México,ESA,B,2021-12-01
waybill_complemento_estacion_1021,03,EA0902,Escárcega,México,ESC,B,2021-12-01
waybill_complemento_estacion_1022,03,EA0903,El Seco,México,ESE,B,2021-12-01
waybill_complemento_estacion_1023,03,EA0904,El Sauzal,México,ESL,B,2021-12-01
waybill_complemento_estacion_1024,03,EA0905,La Estrella,México,EST,B,2021-12-01
waybill_complemento_estacion_1025,03,EA0906,El Tigre,México,ETG,B,2021-12-01
waybill_complemento_estacion_1026,03,EA0907,Rancho El Tiro,México,ETI,B,2021-12-01
waybill_complemento_estacion_1027,03,EA0908,El Trapiche,México,ETN CHECAR SP 611,B,2021-12-01
waybill_complemento_estacion_1028,03,EA0909,El Tigre,México,ETR,B,2021-12-01
waybill_complemento_estacion_1029,03,EA0910,Los Eucaliptos,México,ETS,B,2021-12-01
waybill_complemento_estacion_1030,03,EA0911,El Tule,México,ETT,B,2021-12-01
waybill_complemento_estacion_1031,03,EA0912,El Vikingo                           ,México,EVK  ,B,2021-12-01
waybill_complemento_estacion_1032,03,EA0913,El Varal,México,EVL,B,2021-12-01
waybill_complemento_estacion_1033,03,EA0914,Guamúchil Évora,México,EVO,B,2021-12-01
waybill_complemento_estacion_1034,03,EA0915,El Verano,México,EVS,B,2021-12-01
waybill_complemento_estacion_1035,03,EA0916,El Carrizal,México,EXL,B,2021-12-01
waybill_complemento_estacion_1036,03,EA0917,El Zamora,México,EZM,B,2021-12-01
waybill_complemento_estacion_1037,03,EA0918,El Zorrillo,México,EZO,B,2021-12-01
waybill_complemento_estacion_1038,03,EA0919,El Carrizo,México,EZS,B,2021-12-01
waybill_complemento_estacion_1039,03,EA0920,Fumigaciones Aéreas De Abasolo,México,FAB,BA,2021-12-01
waybill_complemento_estacion_1040,03,EA0921,Fernando Amaya,México,FAC,BA,2021-12-01
waybill_complemento_estacion_1041,03,EA0922,Fumigaciones Aéreas Pérez,México,FAP,BA,2021-12-01
waybill_complemento_estacion_1042,03,EA0923,Pista Aérea José Galindo,México,FAR,BA,2021-12-01
waybill_complemento_estacion_1043,03,EA0924,Francisco Bruno Barrera,México,FBB,BA,2021-12-01
waybill_complemento_estacion_1044,03,EA0925,Familia Baldenebro Jaimes,México,FBJ,BA,2021-12-01
waybill_complemento_estacion_1045,03,EA0926,Campo De Aviación Parral,México,FCO,BB,2021-12-01
waybill_complemento_estacion_1046,03,EA0927,Felipe Carrillo Puerto,México,FCQ,BB,2021-12-01
waybill_complemento_estacion_1047,03,EA0928,Rancho Los Flores,México,FFR,BB,2021-12-01
waybill_complemento_estacion_1048,03,EA0929,Fertilizantes Y Fumigaciones Del Valle ,México,FFV,BB,2021-12-01
waybill_complemento_estacion_1049,03,EA0930,Pista El Álamo,México,FGD,BB,2021-12-01
waybill_complemento_estacion_1050,03,EA0931,Alhué,México,FLH,BB,2021-12-01
waybill_complemento_estacion_1051,03,EA0932,Finca La Isla,México,FLI,BB,2021-12-01
waybill_complemento_estacion_1052,03,EA0933,Las Flores,México,FLO,BB,2021-12-01
waybill_complemento_estacion_1053,03,EA0934,El Fresnal,México,FNL,BC,2021-12-01
waybill_complemento_estacion_1054,03,EA0935,El Fénix,México,FNY,BC,2021-12-01
waybill_complemento_estacion_1055,03,EA0936,La Alameda Mocorito,México,FRA,BC,2021-12-01
waybill_complemento_estacion_1056,03,EA0937,Feria,México,FRI,BC,2021-12-01
waybill_complemento_estacion_1057,03,EA0938,El Frijolar,México,FRJ,BC,2021-12-01
waybill_complemento_estacion_1058,03,EA0939,Farallón,México,FRL,BC,2021-12-01
waybill_complemento_estacion_1059,03,EA0940,El Freno,México,FRN,BC,2021-12-01
waybill_complemento_estacion_1060,03,EA0941,José Ángel  Espinoza Ferrusquilla,México,FRR antes CHX,BC,2021-12-01
waybill_complemento_estacion_1061,03,EA0942,Francisco Sarabia,México,FSA,BC,2021-12-01
waybill_complemento_estacion_1062,03,EA0943,Felipe Terrones Acosta,México,FTA,BC,2021-12-01
waybill_complemento_estacion_1063,03,EA0944,El Fuerte,México,FTE,BD,2021-12-01
waybill_complemento_estacion_1064,03,EA0945,La Fortuna,México,FTN,BD,2021-12-01
waybill_complemento_estacion_1065,03,EA0946,La Platanera,México,FUP,BF,2021-12-01
waybill_complemento_estacion_1066,03,EA0947,La Fortaleza,México,FZA,BF,2021-12-01
waybill_complemento_estacion_1067,03,EA0948,Rancho Santa Rosa,México,GAA,BG,2021-12-01
waybill_complemento_estacion_1068,03,EA0949,Ganadería Cimarrón,México,GAB,BG,2021-12-01
waybill_complemento_estacion_1069,03,EA0950,Los Gavilanes,México,GAV,BG,2021-12-01
waybill_complemento_estacion_1070,03,EA0951,El Gargaliote,México,GBF,BG,2021-12-01
waybill_complemento_estacion_1071,03,EA0952,Guayaberos,México,GBS,BG,2021-12-01
waybill_complemento_estacion_1072,03,EA0953,Gatos Bravos,México,GBV ,BG,2021-12-01
waybill_complemento_estacion_1073,03,EA0954,Guachochi,México,GCC,BG,2021-12-01
waybill_complemento_estacion_1074,03,EA0955,Guamúchil                            ,México,GCH  ,BG,2021-12-01
waybill_complemento_estacion_1075,03,EA0956,La Gran China,México,GCN,BJ,2021-12-01
waybill_complemento_estacion_1076,03,EA0957,Pista Gerónimo,México,GER  ,BL,2021-12-01
waybill_complemento_estacion_1077,03,EA0958,Hualul,México,GGH,Morelos,2021-12-01
waybill_complemento_estacion_1078,03,EA0959,La Gloria,México,GIA,Morelos,2021-12-01
waybill_complemento_estacion_1079,03,EA0960,"La Giralda
(Poceso Cierre)",México,GIH,Morelos,2021-12-01
waybill_complemento_estacion_1080,03,EA0961,El Gallito,México,GLL,Morelos,2021-12-01
waybill_complemento_estacion_1081,03,EA0962,La Gloria Ii,México,GLQ,Morelos,2021-12-01
waybill_complemento_estacion_1082,03,EA0963,Club Aerodeporte De Mazatlán,México,GMO,Morelos,2021-12-01
waybill_complemento_estacion_1083,03,EA0964,Guadalupe Ocotan,México,GPE,Morelos,2021-12-01
waybill_complemento_estacion_1084,03,EA0965,Granados,México,GRA,Morelos,2021-12-01
waybill_complemento_estacion_1085,03,EA0966,Aeropuerto Regional De Guerrero Negro,México,GRN,Morelos,2021-12-01
waybill_complemento_estacion_1086,03,EA0967,El Grullo,México,GRU,Morelos,2021-12-01
waybill_complemento_estacion_1087,03,EA0968,Galancita,México,GSA,Morelos,2021-12-01
waybill_complemento_estacion_1088,03,EA0969,Golfo De Santa Clara ,México,GSC,Morelos,2021-12-01
waybill_complemento_estacion_1089,03,EA0970,Ganadería Santo Domingo,México,GSD,Morelos,2021-12-01
waybill_complemento_estacion_1090,03,EA0971,La Guarida,México,GUA,Morelos,2021-12-01
waybill_complemento_estacion_1091,03,EA0972,El Gavilán,México,GVN,C,2021-12-01
waybill_complemento_estacion_1092,03,EA0973,La Grulla,México,GYA,C,2021-12-01
waybill_complemento_estacion_1093,03,EA0974,Guayparime Ii,México,GYE,C,2021-12-01
waybill_complemento_estacion_1094,03,EA0975,Santa Amelia,México,GZI,C,2021-12-01
waybill_complemento_estacion_1095,03,EA0976,Almater,México,HAA,C,2021-12-01
waybill_complemento_estacion_1096,03,EA0977,Centro Medico Abc Santa Fe,México,HAB,C,2021-12-01
waybill_complemento_estacion_1097,03,EA0978,Rancho Mariquita,México,HAC,C,2021-12-01
waybill_complemento_estacion_1098,03,EA0979,Ava-Dim,México,HAD,C,2021-12-01
waybill_complemento_estacion_1099,03,EA0980,Ángeles Espinosa Yglesias,México,HAE,C,2021-12-01
waybill_complemento_estacion_1100,03,EA0981,Atún Vi,México,HAF,C,2021-12-01
waybill_complemento_estacion_1101,03,EA0982,Agua,México,HAG,C,2021-12-01
waybill_complemento_estacion_1102,03,EA0983,Hospital General Ajusco Medio,México,HAH,C,2021-12-01
waybill_complemento_estacion_1103,03,EA0984,Helipuerto Agencia Estatal De Investigaciones Monterrey,México,HAI,C,2021-12-01
waybill_complemento_estacion_1104,03,EA0985,Punta  Estrella,México,HAJ,C,2021-12-01
waybill_complemento_estacion_1105,03,EA0986,Atilano Castaño,México,HAK,C,2021-12-01
waybill_complemento_estacion_1106,03,EA0987,Hospital Ángeles De Xalapa,México,HAL,C,2021-12-01
waybill_complemento_estacion_1107,03,EA0988,Aristos México,México,HAM,C,2021-12-01
waybill_complemento_estacion_1108,03,EA0989,Hospital Ángeles De Las Lomas,México,HAO,C,2021-12-01
waybill_complemento_estacion_1109,03,EA0990,Los Pirules,México,HAP,C,2021-12-01
waybill_complemento_estacion_1110,03,EA0991,Triangulo Las Animas,México,HAQ,C,2021-12-01
waybill_complemento_estacion_1111,03,EA0992,Aero Servicios,México,HAS,C,2021-12-01
waybill_complemento_estacion_1112,03,EA0993,El Hato,México,HAT,C,2021-12-01
waybill_complemento_estacion_1113,03,EA0994,Universidad De Las Américas,México,HAU,C,2021-12-01
waybill_complemento_estacion_1114,03,EA0995,Torre Bosques,México,HAW,C,2021-12-01
waybill_complemento_estacion_1115,03,EA0996,Atún X,México,HAX,C,2021-12-01
waybill_complemento_estacion_1116,03,EA0997,Unitec Acapulco,México,HAY,C,2021-12-01
waybill_complemento_estacion_1117,03,EA0998,Américas Country,México,HAZ,C,2021-12-01
waybill_complemento_estacion_1118,03,EA0999,Plaza Corporativo Banamex,México,HBA,C,2021-12-01
waybill_complemento_estacion_1119,03,EA1000,Helipuerto Big Brother,México,HBB,C,2021-12-01
waybill_complemento_estacion_1120,03,EA1001,Centro Bancomer,México,HBC,C,2021-12-01
waybill_complemento_estacion_1121,03,EA1002,Bonnie,México,HBE,C,2021-12-01
waybill_complemento_estacion_1122,03,EA1003,Vgi Helipuerto,México,HBI,C,2021-12-01
